Fighter,Elo Rating,Peak Elo,Record,Unbeaten Streak,Strength of Schedule
Wesley Correira,1200.1403985979057,1215.896438426908,2-2-0,0,1200.919098887602
Shamil Gamzatov,1200.1393365287731,1216.113031856107,1-1-0,0,1209.5693637410884
Mike Perry,1200.1054487664812,1248.9080004302614,7-8-0,0,1249.5458406662997
Semmy Schilt,1200.0984749292456,1216.7677642439444,1-1-0,0,1209.4552240891267
Tsuyoshi Kohsaka,1200.058318088777,1231.7939523281486,3-3-0,0,1217.882630791781
Tainara Lisboa,1200.0484715653965,1230.8308994783163,2-2-0,0,1215.5462441605657
Sai Wang,1200.036890277589,1200.036890277589,1-1-0,1,1192.4005318095624
Brad Kohler,1200.0338330211207,1200.0338330211207,1-1-0,1,1192.0
Jack Nilson,1200.0338330211207,1200.0338330211207,1-1-0,1,1192.0
Alex Oliveira,1200.0175606964676,1294.578431920977,11-10-0,0,1229.6309241222782
Patrick Walsh,1200.0031254354635,1216.0,1-1-0,0,1208.0339339848147
Ken Stone,1200.0016428511333,1216.0015615270963,2-2-0,0,1200.0093088965725
Kevin Jackson,1200.0014031087508,1232.0,2-2-0,0,1215.6403065084883
Scott Morris,1200.0,1216.0,1-1-0,0,1208.0
Mackens Semerzier,1200.0,1216.0,1-1-0,0,1210.421231068826
Mark Robinson,1200.0,1200.0,0-0-0,0,1185.001163636809
Orlando Wiet,1200.0,1216.0,1-1-0,0,1208.0
Ron Faircloth,1200.0,1200.0,0-0-0,0,1200.0
Roman Mitichyan,1200.0,1216.0,1-1-0,0,1208.0
Todd Medina,1200.0,1216.0,1-1-0,0,1208.0
Steven Graham,1200.0,1216.0,1-1-0,0,1208.0
Anthony Torres,1200.0,1216.0,1-1-0,0,1208.0
Pedro Nobre,1200.0,1200.0,0-0-0,0,1212.045067132836
Nate Loughran,1200.0,1216.0,1-1-0,0,1208.0
Robert Drysdale,1200.0,1200.0,0-0-0,0,1200.0
Jarjis Danho,1199.993110018017,1200.0,1-1-1,2,1194.2065230794444
Kyle Watson,1199.9673531682615,1216.0,1-1-0,0,1207.6455410361964
Katsuhisa Fujii,1199.9649488016116,1216.0,1-1-0,0,1207.6194358400994
Charles Radtke,1199.9220118357728,1229.928212577036,3-3-0,0,1216.448525445541
Zach Reese,1199.9050093720866,1200.0,1-1-0,1,1190.6741675592482
Montserrat Rendon,1199.9032994738993,1216.6704117109307,1-1-0,0,1207.283166946343
Keith Rockel,1199.896967587324,1200.0,1-1-0,1,1190.4384485801172
Tim Means,1199.8674701043074,1268.9294760111027,15-14-0,0,1220.2632552449095
Antonina Shevchenko,1199.8651732964267,1216.7674597291061,4-4-0,1,1202.9824429334697
Igor Araujo,1199.8535421867432,1232.6083680515442,2-2-0,0,1215.6834885365956
James Wilks,1199.8195599730798,1216.0,2-2-0,0,1207.1408324988893
Danny Henry,1199.8043524264242,1231.263693206478,2-2-0,0,1214.3951980998868
Mark Godbeer,1199.708321175756,1216.4660432684973,2-2-0,0,1199.0725283925076
Tomasz Drwal,1199.6948117439927,1233.253713172604,3-3-0,0,1207.9990782383559
Viviane Pereira,1199.672514126337,1232.546687238741,2-2-0,0,1214.4641029023362
Dan Bobish,1199.5563402286232,1215.5704677130675,1-1-0,0,1202.9671382263748
Akira Corassani,1199.5023335157457,1247.2026677114616,3-3-0,0,1222.3623844206015
Chris Clements,1199.4711866384473,1214.6739534671701,2-2-0,0,1210.6607060358426
Bartosz Fabinski,1199.436378763923,1246.6787803986354,3-3-0,0,1222.0545419733164
Sirwan Kakai,1199.4307823188685,1214.538283211199,1-1-0,0,1201.054633761154
Sam Adkins,1199.4278693502554,1216.0,2-2-0,0,1204.7160309644134
Paul Varelans,1199.3897113417727,1231.9984384729037,4-4-0,0,1210.6813802313493
Mike Nickels,1199.3826051675724,1216.0,1-1-0,0,1201.2933908081816
Inoue Mizuki,1199.3695572392553,1216.0386086851022,1-1-0,0,1201.1701214948157
Tony Fryklund,1199.3582422236864,1216.0,2-2-0,0,1204.514231632735
Nick Maximov,1199.3339794223195,1232.0291880793525,2-2-0,0,1212.370723475883
Troy Mandaloniz,1199.3331174760242,1216.0,1-1-0,0,1200.7552177509347
Mike Ciesnolevicz,1199.3299523641035,1216.0,1-1-0,0,1200.7207928965227
Nad Narimani,1199.3292997542032,1231.263693206478,2-2-0,0,1211.632062343707
Andrei Semenov,1199.319028867718,1216.0580010302447,1-1-0,0,1200.6297409430028
Loik Radzhabov,1199.3153521183224,1216.0,2-2-0,0,1204.2809940615366
Nick Denis,1199.2976013366472,1215.263693206478,1-1-0,0,1200.0
Kevin Ferguson,1199.2848056822204,1215.2502798468372,1-1-0,0,1199.854051548786
Danny Barlow,1199.2789152926011,1231.2053011698952,2-2-0,0,1211.487648003786
Jesus Aguilar,1199.271749525642,1231.197818221481,3-3-0,0,1205.4246469097666
Scott Bessac,1199.270511381076,1216.0,1-1-0,0,1200.0741830420607
Melissa Martinez,1199.2676005924286,1200.0,1-1-0,1,1183.6773040794087
Joe Ellenberger,1199.263693206478,1216.0,1-1-0,0,1200.0
Dave Strasser,1199.263693206478,1216.0,1-1-0,0,1200.0
Anying Wang,1199.263693206478,1216.0,1-1-0,0,1200.0
Roberto Traven,1199.263693206478,1216.0,1-1-0,0,1200.0
War Machine,1199.263693206478,1216.0,1-1-0,0,1200.0
Joe Slick,1199.263693206478,1216.0,1-1-0,0,1200.0
Nah-Shon Burrell,1199.2542627221958,1216.0,1-1-0,0,1199.897389718356
Alice Ardelean,1199.2300741371853,1200.0,2-2-0,2,1179.4321974415072
Rony Jason,1199.1830320650956,1247.263693206478,4-4-0,0,1220.0201988870554
DeAnna Bennett,1199.167570637426,1200.0,0-0-1,1,1200.0
Paul Jones,1199.1672855647644,1216.0,1-1-0,0,1198.9507415724643
Tony Gravely,1199.1564891857645,1232.4392110560811,4-4-0,0,1206.3685409813265
Tanner Boser,1199.1564797319425,1230.5055608808034,5-5-0,1,1205.7458881570587
Nick Ring,1199.131606988934,1231.263693206478,3-3-0,0,1215.0227901554003
Danny Castillo,1199.1168603672834,1261.3251319198412,7-7-0,0,1230.3012962182586
Cheyanne Vlismas,1199.066538873579,1215.1000250040938,2-2-0,0,1194.6868959381336
Billy Quarantillo,1198.9281965455002,1245.9573045032728,6-6-0,0,1227.8015753380137
Natan Levy,1198.9118640424008,1214.0164640778892,2-2-0,0,1192.911404112125
Joe Duffy,1198.8584882848038,1247.3531922659872,4-4-0,0,1220.8125328102853
Leah Letson,1198.8481382004054,1216.0,1-1-0,0,1195.4721464824
Jimy Hettes,1198.8054247139487,1229.7830263398,3-3-0,0,1212.8237569049656
Khaos Williams,1198.7952538646123,1265.1513703981118,6-6-0,0,1230.8420635426382
Impa Kasanganay,1198.7757611884679,1215.2467457869006,2-2-0,0,1200.2977724029845
Uros Medic,1198.6939150163334,1232.8815328160183,4-4-0,0,1212.1858678773128
Naoki Inoue,1198.691165265565,1216.0,1-1-0,0,1193.7576825999583
Spencer Fisher,1198.6883400849101,1269.33493201291,9-8-0,0,1211.4934056213172
Jesse Taylor,1198.6568010510937,1200.0,1-1-0,1,1177.0394359406184
Tedd Williams,1198.5613112948606,1215.2283057342675,1-1-0,0,1191.9830834894397
Pingyuan Liu,1198.558415432958,1230.581684455058,2-2-0,0,1206.9062741152648
Gokhan Saki,1198.5423130307504,1215.139208974715,1-1-0,0,1191.730927741104
Ricardo Abreu,1198.4968829087939,1216.0,1-1-0,0,1191.631846603239
Darren Uyenoyama,1198.440117112415,1230.5612260339533,2-2-0,0,1206.765988276843
Guangyou Ning,1198.436783179564,1232.7024671725246,2-2-0,0,1207.6482774514293
Levan Makashvili,1198.3743456187942,1216.0014187410754,1-1-1,1,1197.3683833494988
Marcelo Guimaraes,1198.178396186784,1215.263693206478,2-2-0,0,1197.050590611465
Mitch Gagnon,1198.0965628488875,1247.0826599357356,4-4-0,0,1211.0702535358441
Alfonso Alcarez,1198.0400191142326,1200.0,0-0-1,1,1200.0
Diego Rivas,1197.9158963943325,1232.0259538481073,2-2-0,0,1204.4862750927
CJ Fernandes,1197.881787333882,1200.0,0-0-1,1,1184.0
Marc-Andre Barriault,1197.8502332875496,1212.9074491982503,7-8-0,2,1203.262962175624
Pablo Garza,1197.828772522824,1231.263693206478,3-3-0,0,1204.4730881152102
Danny Roberts,1197.828533111699,1243.3739329290986,7-7-0,0,1220.1437343396776
Josefine Knutsson,1197.7810838248936,1231.263693206478,2-2-0,0,1203.1701830562324
Sijara Eubanks,1197.7515122396194,1230.0188996800741,5-5-0,0,1207.4998078902368
Gerald Meerschaert,1197.5688654763924,1246.7840281327292,12-12-0,0,1221.3346499756387
Nicholas Musoke,1197.437336288656,1231.2910715697399,3-3-0,0,1208.6582176823165
Luke Jumeau,1197.436457386838,1214.883640582466,2-2-0,0,1192.9599287924766
Tiago dos Santos e Silva,1197.404978856791,1216.0,2-2-0,0,1193.0525512162753
Ramsey Nijem,1197.4003606741092,1232.0445704205763,5-5-0,0,1205.0586677978952
Ben Askren,1197.3966399337503,1221.1587895460248,1-2-0,0,1310.127201984873
Antonio Rodrigo Nogueira,1197.3891485545869,1244.0205575635355,5-6-0,0,1253.7893860057209
Francisco Figueiredo,1197.3672542295235,1215.240786529657,2-2-0,0,1191.8611804212962
Joe Stevenson,1197.3602925370535,1266.8533157620998,8-8-0,0,1232.530689014162
Ivan Jorge,1197.3113629539628,1213.856906226715,2-2-0,0,1191.582397616667
Valerie Letourneau,1197.2823652853083,1245.8955860414674,3-3-0,0,1212.9769547430617
Shonie Carter,1197.2742935478361,1245.8278203282016,3-3-0,0,1213.3171816047334
Kyle Nelson,1197.2556538407641,1211.5650912034646,4-5-1,0,1215.8611515580503
Nate Marquardt,1197.2490114124128,1282.191529433453,12-12-0,0,1242.0090266839686
David Branch,1197.1766405924172,1229.2021778931337,4-5-0,0,1241.8202063582778
Eliot Marshall,1197.1494375334796,1246.5657124469865,3-3-0,0,1212.2586928827461
Zhang Lipeng,1197.1238073476188,1231.263693206478,2-2-0,0,1199.8159233016195
Roy Nelson,1197.0776892078775,1255.795141602833,9-10-0,0,1233.793663906755
Brock Larson,1197.0357535641065,1231.9338167652902,3-3-0,0,1197.2162554712459
Eddie Sanchez,1196.7079824279078,1230.5935756536705,3-3-0,0,1200.4731387548943
Brian Bowles,1196.6692095495644,1232.0,2-2-0,0,1197.4747925300103
Kendall Grove,1196.6646273125896,1231.299839864824,6-6-0,0,1209.810952955321
David Dvorak,1196.6630413050038,1245.8756425829822,3-3-0,0,1210.7172065326333
Luke Barnatt,1196.6465204414435,1247.316479952412,3-3-0,0,1210.755422960687
Anthony Smith,1196.6327427809651,1292.684220193335,13-14-0,0,1253.7534542998762
Mana Martinez,1196.5596261832477,1214.7063116312133,2-2-0,0,1187.6741758262287
Veronica Hardy,1196.4897779514224,1213.1616756399853,4-5-0,0,1210.6204560492918
Da Woon Jung,1196.3908399775123,1261.9237090353124,4-4-1,0,1218.7114337984176
Andrew Sanchez,1196.2370484362489,1232.3044396636583,5-5-0,0,1207.399728023432
Josh Thomson,1196.2357545239265,1235.790984212132,3-4-0,0,1257.4151505665916
Trevor Prangley,1196.1972708722872,1230.6061395374459,2-2-0,0,1194.1716616977349
Cody Stamann,1196.046208808783,1266.8529160927658,7-7-1,0,1231.128052875743
Shane Nelson,1195.9924095648723,1230.6575663470944,2-2-0,0,1192.7511827293097
Fredy Serrano,1195.9762688534804,1231.2959743170234,2-2-0,0,1193.2160336747088
Hugo Viana,1195.9050593454356,1231.2975328274754,3-3-0,0,1202.7777481244023
Frankie Saenz,1195.712135442988,1249.0462945369436,5-5-0,0,1210.7181868748507
Cory McKenna,1195.6969727306666,1230.406367987794,3-3-0,0,1196.675700743972
Jimmy Crute,1195.5667730215157,1248.827342832694,4-4-3,2,1229.3860908695283
Danilo Marques,1195.5386385891666,1228.677822112808,2-2-0,0,1189.3816809035702
Joe Proctor,1195.4814694197019,1231.306908317251,4-4-0,0,1202.0099962599772
Ian Heinisch,1195.476269129753,1237.747552982889,3-4-0,0,1254.2276440279818
Chris Leben,1195.4321828587242,1271.307247698194,12-10-0,0,1206.8581608337813
Aleksandra Albu,1195.3532807110166,1229.2123280425533,2-2-0,0,1188.8796664733472
Ismail Naurdiev,1195.1506799842462,1221.4558479829868,3-4-0,0,1246.8548273741837
Francimar Barroso,1195.1349226516863,1230.1512562716298,4-4-0,0,1201.0346297848564
Trevin Giles,1195.03836052612,1250.1986838748885,7-7-0,0,1215.7856976973878
Rob Emerson,1195.0264407869754,1230.6074192835883,3-3-0,0,1193.9651011097899
John Castaneda,1194.902635207982,1235.9911425565308,4-5-0,0,1236.433209954506
Mirko Filipovic,1194.8472488118337,1220.130609513775,5-6-0,1,1221.127371313412
Jason Lambert,1194.6198969046022,1245.578667611159,4-4-0,0,1211.1009061900925
Jack Jenkins,1194.6073264888712,1230.8212075117174,3-3-0,0,1197.1023763049059
Yves Jabouin,1194.5899962899723,1233.9810282384474,5-5-0,0,1201.8529356978488
Roland Delorme,1194.5600421099925,1246.4063750161838,3-3-0,0,1202.0912956250916
Ibo Aslan,1194.3637018276659,1229.339637434679,2-2-0,0,1182.956674911195
Thomas Almeida,1194.3210729803286,1259.637954712056,5-5-0,0,1220.4318607467308
Cyrille Diabate,1194.3004954304765,1228.097514139245,4-4-0,0,1194.7490543349775
Maryna Moroz,1194.1172051422543,1244.6052657154676,6-6-0,0,1206.2810525098655
Steve Erceg,1194.0859985086672,1247.5032142470723,3-4-0,0,1254.0618482224465
Shayilan Nuerdanbieke,1194.0630548959803,1228.396194154045,3-3-0,0,1184.0395244369836
Parker Porter,1193.9907480629802,1228.8031933183734,4-4-0,0,1189.477301534876
Erick Silva,1193.9889740008146,1242.3973340569598,7-8-0,0,1231.5129946369316
Bryan Barberena,1193.9506336864185,1254.9280085957007,9-10-0,0,1234.3373645938104
Devonte Smith,1193.8556464123237,1231.947196007611,3-3-0,0,1194.780157794725
Roan Carneiro,1193.7798251932836,1217.843556691755,4-5-0,0,1226.2434782819007
John Howard,1193.7392417678525,1259.3707145886804,7-7-0,0,1213.0753187227585
Cole Miller,1193.5469572795057,1258.2134370960239,10-9-0,0,1204.2231965276128
Phil Hawes,1193.525810153651,1246.6340936679176,4-4-0,0,1207.7833761784154
Maurice Greene,1193.4887322257525,1244.5691021291068,4-4-0,0,1202.7622245847065
Marco Beltran,1193.4143167676548,1247.9969622132262,3-3-0,0,1198.7279992485367
Ronaldo Rodriguez,1193.2342770558087,1229.0316707714385,2-2-0,0,1176.5295174901269
Makwan Amirkhani,1193.2157980044,1258.1885722126556,7-7-0,0,1219.4141936976273
Kenny Robertson,1192.970654589461,1224.8207241768482,4-5-0,0,1216.9295729629587
James Te Huna,1192.8626609521905,1259.144108534196,5-5-0,0,1208.6793689791418
Marcus Brimage,1192.7636907208644,1247.1955063901846,4-4-0,0,1201.722878292475
Marco Polo Reyes,1192.5218092278851,1244.4882184626379,4-4-0,0,1204.9083978340518
Nick Hein,1192.3255538029903,1245.885079968763,4-4-0,0,1197.40903533682
Luigi Fioravanti,1192.2677934137794,1218.3196605658602,4-5-0,0,1220.8153582333482
Ion Cutelaba,1192.22786646834,1223.7839669813986,9-11-1,0,1222.4707195025048
Jordan Rinaldi,1192.1486132982666,1205.639068964408,2-3-0,0,1232.3887666312457
Felice Herrig,1191.7922970787738,1261.1947532372328,5-5-0,0,1207.2336278270027
Nikolas Motta,1191.6671679869355,1219.1581461908704,3-4-0,0,1219.5569307266346
Godofredo Pepey,1191.5757451898291,1221.269125351134,5-6-0,0,1212.9760898617603
Brendson Ribeiro,1191.5340079031525,1204.148062229896,3-4-0,0,1213.849582306664
Ismael Bonfim,1191.355503467961,1220.214201622751,2-3-0,0,1240.9518569804509
Jamie Mullarkey,1191.263391827549,1222.4855886645255,5-6-0,0,1213.9712703670082
Livinha Souza,1191.2327883171483,1229.9549372228018,3-3-0,0,1183.7649332578806
Daron Cruickshank,1191.1505469880137,1243.8694933003571,6-6-0,0,1208.45898819292
Pannie Kianzad,1191.036837478452,1236.411794076605,5-6-0,0,1221.5110138679024
Fabio Maldonado,1190.9376679613054,1221.0008244304313,5-6-0,0,1214.7571741387285
Jonathan Goulet,1190.9130918016062,1218.1271158781556,4-5-0,0,1221.6242831601116
Cody Brundage,1190.9098870990883,1215.85635886992,6-7-0,0,1205.7331139418889
Shamil Abdurakhimov,1190.8911281892167,1251.6304963637276,5-6-0,0,1229.186720306255
Carlos Newton,1190.8608636650729,1220.4991444181294,3-4-0,0,1227.1084242566255
Cat Zingano,1190.7725261222865,1232.7040256829766,3-4-0,0,1230.733149022434
Raulian Paiva,1190.7520108949534,1221.4781026409182,3-4-0,0,1217.373801656239
Yancy Medeiros,1190.6617388943855,1252.0198130759002,6-8-0,0,1244.39284413989
Jeremy Horn,1190.6381262649945,1238.927064997525,6-7-0,0,1220.7157239080273
Rei Tsuruya,1190.6299648229037,1216.0304804945736,1-2-0,0,1255.0931282562078
Morgan Charriere,1190.6099175680013,1216.7342403189407,2-3-0,0,1236.3607345094056
Jason High,1190.4838817025307,1203.2999833865033,2-3-0,0,1216.9835346601772
Mayra Bueno Silva,1189.9317355862438,1244.1458307888813,5-6-1,0,1229.4574152900798
Ian McCall,1189.648456834665,1203.8631881780757,2-3-1,0,1217.9288483144617
Yuta Sasaki,1189.5896355015866,1216.5096035986908,4-5-0,0,1211.8335776332399
Renan Barao,1189.4085769352369,1305.422626831854,9-8-0,0,1222.7918323658362
Renzo Gracie,1189.39201896907,1200.0,0-1-0,0,1321.8476162246343
Warlley Alves,1189.3764873814005,1264.722077115228,8-8-0,0,1223.9047241797239
Chris Gruetzemacher,1189.24008800368,1216.0,3-4-0,0,1215.898596844934
Bassil Hafez,1189.2157326627691,1203.9816819278924,1-2-0,0,1235.0729128280034
Dongi Yang,1189.1816958621953,1201.2947038056714,2-3-0,1,1211.4453077719002
Miesha Tate,1189.1564911427593,1251.4758711394925,7-8-0,0,1219.8820680856086
Tamdan McCrory,1189.0504870654877,1218.8422603548145,4-5-0,0,1220.1601796213179
Junior Tafa,1188.964725898198,1201.9529939611527,2-3-0,1,1210.8890968073206
Maximo Blanco,1188.9123524155661,1220.4818913875786,4-5-0,0,1207.4594184294879
Leandro Silva,1188.8280469388487,1218.7204359592417,3-4-0,0,1206.929880346102
James Toney,1188.7342100623046,1200.0,0-1-0,0,1305.9703380153287
Mads Burnell,1188.6638180245016,1202.650603478637,1-2-0,0,1230.517764973677
Denis Kang,1188.6228755937466,1201.5271048748193,1-2-0,0,1229.2081569045747
Keith Jardine,1188.585931128491,1250.217719828039,6-7-0,0,1234.6255336644067
Fernando Padilla,1188.477593922614,1216.5594319493846,2-3-0,0,1225.9679273764134
Akihiro Gono,1188.4584751142868,1216.7349820073534,1-2-0,0,1238.7356436946122
Jake Rosholt,1188.455915787609,1204.0765040918068,1-2-0,0,1228.9680002603416
Augusto Mendes,1188.26582398247,1202.8939491609085,1-2-0,0,1227.098130359682
Cynthia Calvillo,1188.2341080747874,1270.9543812377322,6-6-1,0,1217.063601465576
Kyle Noke,1188.231967776667,1247.8218011884155,6-6-0,0,1201.551691986858
Sheymon Moraes,1188.1791142511076,1218.7753751371092,2-3-0,0,1219.7074651453024
Blagoy Ivanov,1188.0876323900386,1224.7138621187667,3-5-0,0,1261.313353817564
Roman Bogatov,1188.075621496222,1200.0,0-1-0,0,1290.4932983926396
Curt Warburton,1188.0619929924546,1202.2363762204723,1-2-0,0,1225.4353345939592
Gil Castillo,1188.0076616330157,1201.4093836540378,1-2-0,0,1224.5546416714376
Katlyn Cerminara,1187.9761040418189,1200.0,0-1-0,0,1288.1862326447026
Jafel Filho,1187.9405618081407,1218.5087428835475,2-3-0,0,1219.1574762692953
Masanori Kanehara,1187.8765117602907,1216.9458127239873,1-2-0,0,1234.449558000208
BJ Penn,1187.8633467959244,1316.4405445189288,12-13-2,0,1267.564518068356
Zachary Scroggin,1187.673509452083,1200.0,0-1-0,0,1281.2169565099684
Greg Soto,1187.5066332387894,1202.7788711261878,1-2-0,0,1221.4756450321293
Greg Hardy,1187.5023456618078,1233.5763805302358,4-5-0,0,1214.4779989678882
Ron van Clief,1187.4927314080608,1200.0,0-1-0,0,1277.0840889159242
Kalib Starnes,1187.4703549807339,1218.1678833448257,2-3-0,0,1222.291971008628
James Head,1187.4208526141595,1219.7540019127011,2-3-0,0,1217.070495257755
Neil Seery,1187.4191936428645,1217.6671698216383,3-4-0,0,1214.0042012326255
Ryan Jimmo,1187.3689988135734,1218.304957853143,3-4-0,0,1219.0281047957549
Jesse Bongfeldt,1187.361390334432,1202.6725278720266,0-1-1,0,1201.188272897324
Renato Verissimo,1187.3319861824934,1216.331157515946,1-2-0,0,1230.8957967263184
Jason Day,1187.2681338453983,1216.8427388996172,1-2-0,0,1230.2568970756345
John Cholish,1187.2044087512418,1216.0,1-2-0,0,1228.9272735161946
Vernon White,1187.185804259955,1200.0,0-1-1,0,1258.5345109077566
Eduardo Garagorri,1187.184566436156,1215.2547249774723,1-2-0,0,1228.5260012639376
David Bielkheden,1187.1764563499328,1203.2500934221853,1-2-0,0,1219.815875185271
KJ Noons,1187.1350600939927,1222.453777322918,2-3-0,0,1221.7038862544362
Tarec Saffiedine,1187.1280172274644,1222.9538479779994,2-4-0,0,1279.5806886933888
Trey Ogden,1187.1179912977836,1217.8086241278245,3-4-0,0,1206.0112999302332
Gustavo Lopez,1187.074455736182,1201.666781452863,1-2-1,1,1213.1773915436897
Tristan Connelly,1187.0385658548498,1216.7946141607383,1-2-0,0,1227.8641468333208
Jason Knight,1187.0124236780932,1251.0098144778278,4-5-0,0,1223.8049860091712
Zach Makovsky,1186.9748492802064,1231.8355482461106,3-4-0,0,1225.2079196854245
Westin Wilson,1186.9475047695548,1200.0,1-2-0,1,1206.1468473687353
Matt Veach,1186.8828268317473,1216.0015615270963,1-2-0,0,1227.0470307619428
Irwin Rivera,1186.8686243502511,1202.060359959172,1-2-0,0,1216.6130246526313
Alexander Munoz,1186.849043902839,1200.0,1-2-0,1,1205.59297000922
Roger Narvaez,1186.8448658332893,1201.472548069458,1-2-0,0,1215.643921311316
Katsunori Kikuno,1186.836208205679,1216.7271860099986,2-3-0,0,1219.1950632437402
Aoriqileng,1186.8317469408269,1201.5526302051971,3-4-0,0,1202.291049125873
Mickael Lebout,1186.8103405198071,1201.5018402703724,1-2-0,0,1215.8059789564822
Andre Pederneiras,1186.7851265853749,1200.0,0-1-0,0,1261.1004474267124
Paul Taylor,1186.7489645780392,1216.0,4-5-0,1,1200.6602741207996
Chris Haseman,1186.7153774598298,1200.0,0-1-0,0,1259.5397485564558
Jeff Joslin,1186.665824789091,1200.0,0-1-0,0,1258.4324109833406
